W,qp,qr,pass_frac,mean_Rv,mean_speed,mean_density,mean_flow_ratio
1.8,40,4,0.0,0.7460057052373056,0.6099617568720864,0.7336385030864169,0.33761582185754896
1.8,40,5,0.0,0.7051753391397544,0.5765773448444727,0.9395239197530862,0.30805767533539236
1.8,40,6,0.0,0.6846006965935756,0.5597547588690875,0.9074324845679044,0.3307174261826321
1.8,40,8,0.0,0.6723047195160543,0.5497011148714481,0.9956338734567893,0.30065840879761435
1.8,40,10,0.0,0.7257990409150438,0.5934400434535401,0.9108912037037061,0.31189253957393775
2.1,10,1,0.7,0.9919878595258028,1.0982944475543917,0.07374246307319265,0.9984469037859245
2.1,10,2,0.7333333333333333,0.9576861309717111,1.0603167670306746,0.08266302910052967,0.9808363814568025
2.1,10,3,0.43333333333333335,0.9306947427776712,1.0304328410323564,0.0800641534391541,0.8969057902077237
2.1,10,4,0.4,0.942695332437794,1.0437194764125435,0.08572718253968245,0.8373871403332394
2.1,10,5,0.23333333333333334,0.92154922011825,1.0203072365097097,0.09027380952380981,0.7125529945312133
2.1,10,6,0.23333333333333334,0.8988998483532994,0.9952306400461887,0.08641402116402147,0.6916652834951258
2.1,10,8,0.06666666666666667,0.9110579285548875,1.0086916434749085,0.08962797619047606,0.4757144511106127
2.1,10,10,0.03333333333333333,0.8698719236282785,0.9630919316503446,0.1038839285714281,0.39321807824509786
2.1,20,1,0.7666666666666667,0.9630948580114043,1.0471918318614397,0.15966302910052962,0.9814539874944325
2.1,20,2,0.4,0.9078027694849612,0.9870716650992523,0.17433432539682606,0.9080281861659217
2.1,20,3,0.23333333333333334,0.884862636426988,0.962128410797463,0.18269907407407515,0.7932341398177325
2.1,20,4,0.13333333333333333,0.8580873667854155,0.9330151376538012,0.19405224867724905,0.7391337374176762
2.1,20,5,0.0,0.8333994273465455,0.9061714593693424,0.23391832010581995,0.560860316533583
2.1,20,6,0.0,0.8481656220711109,0.9222270310242139,0.21323048941798864,0.5177399924852709
2.1,20,8,0.0,0.8285090740861092,0.9008540828444381,0.18523908730158659,0.3648464814890133
2.1,20,10,0.0,0.7604381464728497,0.8268392349913177,0.21424371693121705,0.3219768895393746
2.1,30,1,0.5666666666666667,0.9051253772513334,0.9743405893704614,0.26820072751322843,0.9580244594985339
2.1,30,2,0.16666666666666666,0.8657809540640719,0.931987486209072,0.2873875661375657,0.8161268670906016
2.1,30,3,0.1,0.8124779031630008,0.874608334839005,0.29352777777777794,0.7329267512171896
