W,L,qp,qr,seed,v_ref,r_robot,mean_speed,speed_count,mean_density,inflow_ped,outflow_ped,flow_ratio
2.4,50.0,60.0,0.0,6,1.39,0.48,1.1244820004210712,42751,0.3711024305555553,240,239,0.9958333333333332
2.4,50.0,60.0,0.0,14,1.39,0.48,1.1580998846378474,41608,0.361180555555555,240,236,0.9833333333333332
2.4,50.0,60.0,0.0,22,1.39,0.48,1.1806190300798771,40725,0.3535156249999995,240,239,0.9958333333333332
2.7,50.0,10.0,0.0,0,1.39,0.48,1.26358970383008,6449,0.0497608024691369,40,40,1.0
2.7,50.0,10.0,0.0,8,1.39,0.48,1.305616951915245,6135,0.047337962962964,40,39,0.975
2.7,50.0,10.0,0.0,16,1.39,0.48,1.3481049465240362,5984,0.0461728395061738,40,40,1.0
2.7,50.0,10.0,0.0,24,1.39,0.48,1.3639529879159162,6041,0.0466126543209887,40,41,1.025
2.7,50.0,20.0,0.0,2,1.39,0.48,1.3078881734453025,12269,0.0946682098765423,80,80,1.0
2.7,50.0,20.0,0.0,10,1.39,0.48,1.280056068862066,12663,0.0977083333333322,80,80,1.0
2.7,50.0,20.0,0.0,18,1.39,0.48,1.296824999999948,12400,0.0956790123456775,80,81,1.0125
2.7,50.0,20.0,0.0,26,1.39,0.48,1.3209769502092026,12191,0.0940663580246909,80,80,1.0
2.7,50.0,30.0,0.0,4,1.39,0.48,1.28434340222569,18870,0.1456018518518511,120,120,1.0
2.7,50.0,30.0,0.0,12,1.39,0.48,1.2914597953608418,18667,0.1440354938271594,120,122,1.0166666666666666
2.7,50.0,30.0,0.0,20,1.39,0.48,1.293527333083414,18677,0.1441126543209867,120,121,1.0083333333333333
2.7,50.0,30.0,0.0,28,1.39,0.48,1.2910537531299662,18771,0.1448379629629617,120,119,0.9916666666666668
2.7,50.0,40.0,0.0,6,1.39,0.48,1.2800206759443875,25150,0.1940586419753075,160,156,0.975
2.7,50.0,40.0,0.0,14,1.39,0.48,1.2079788634397246,26589,0.2051620370370358,160,156,0.975
2.7,50.0,40.0,0.0,22,1.39,0.48,1.2561513170769278,25549,0.1971373456790101,160,159,0.99375
2.7,50.0,50.0,0.0,0,1.39,0.48,1.1872514292450755,33934,0.2618364197530861,200,202,1.01
2.7,50.0,50.0,0.0,8,1.39,0.48,1.1851180324926116,33423,0.2578935185185164,200,201,1.005
2.7,50.0,50.0,0.0,16,1.39,0.48,1.218410997062999,33027,0.254837962962963,200,199,0.995
2.7,50.0,50.0,0.0,24,1.39,0.48,1.2266576612531277,32573,0.2513348765432095,200,202,1.01
2.7,50.0,60.0,0.0,2,1.39,0.48,1.122182377048931,42944,0.331358024691359,240,238,0.9916666666666668
2.7,50.0,60.0,0.0,10,1.39,0.48,1.193333333333206,40410,0.3118055555555577,240,242,1.0083333333333333
2.7,50.0,60.0,0.0,18,1.39,0.48,1.16712165444152,40763,0.3145293209876563,240,244,1.0166666666666666
2.7,50.0,60.0,0.0,26,1.39,0.48,1.1592665469721075,41216,0.3180246913580235,240,239,0.9958333333333332
3.0,50.0,10.0,0.0,4,1.39,0.48,1.3385918299568274,6022,0.0418194444444433,40,41,1.025
3.0,50.0,10.0,0.0,12,1.39,0.48,1.3286643552914226,6057,0.0420624999999987,40,41,1.025
3.0,50.0,10.0,0.0,20,1.39,0.48,1.3712770339855442,5826,0.0404583333333324,40,40,1.0
3.0,50.0,10.0,0.0,28,1.39,0.48,1.343234753550559,5985,0.0415624999999986,40,41,1.025
3.0,50.0,20.0,0.0,6,1.39,0.48,1.3487776005372842,11911,0.0827152777777774,80,77,0.9625
3.0,50.0,20.0,0.0,14,1.39,0.48,1.2976767758676688,12332,0.0856388888888886,80,79,0.9875
3.0,50.0,20.0,0.0,22,1.39,0.48,1.3419358867609987,12010,0.0834027777777771,80,81,1.0125
3.0,50.0,30.0,0.0,0,1.39,0.48,1.2583345450768786,19256,0.1337222222222223,120,120,1.0
3.0,50.0,30.0,0.0,8,1.39,0.48,1.225757822437072,19655,0.1364930555555551,120,122,1.0166666666666666
3.0,50.0,30.0,0.0,16,1.39,0.48,1.318726834082706,18238,0.1266527777777777,120,118,0.9833333333333332
